,Name,College,Quality Score,Difficulty Score,GPA,Would Take Again,Number of Ratings,Number of Sections,Total Students
2394,Curtis Congreve,College of Sciences,4.6,2.2,3.2072213465435713,93.5484,62,48,4441
2395,Rachel Atkins,College of Sciences,5.0,2.0,3.127245283018868,100.0,2,3,265
2396,David Demaster,College of Sciences,4.8,2.0,3.016360917248255,-1.0,2,23,1003
2397,Karen McNeal,College of Sciences,2.5,3.0,2.9214659685863875,-1.0,1,2,191
2398,Karl Wegmann,College of Sciences,5.0,2.4,2.979302325581395,100.0,21,22,817
2399,David McConnell,College of Sciences,4.2,3.2,2.946461494417405,75.0,19,306,6986
2400,Doug Czajka,College of Sciences,4.4,2.8,2.8383800623052955,100.0,9,6,642
2401,Ethan Hyland,College of Sciences,4.5,3.5,2.594924812030075,100.0,2,13,266
2402,LeeAnna Chapman,College of Sciences,4.6,3.0,3.0090033222591366,100.0,5,6,301
2403,Michael Pelch,College of Sciences,2.6,2.7,2.7991459074733096,0.0,6,4,281
2404,John Fountain,College of Sciences,2.1,3.8,2.6295604395604397,-1.0,4,4,364
2405,Katherine Ryker,College of Sciences,4.7,2.4,2.9139906103286384,-1.0,7,10,426
2406,Laura Lukes,College of Sciences,4.8,1.7,2.736875,-1.0,3,2,96
2407,Michael Kimberley,College of Sciences,2.9,2.5,2.874201504285466,-1.0,49,45,5717
2408,Robbie King,College of Sciences,2.5,5.0,3.05,-1.0,2,1,112
2409,DelWayne Bohnenstiehl,College of Sciences,3.0,4.0,2.968208556149733,0.0,1,20,374
2410,Ronald Fodor,College of Sciences,3.0,4.0,2.9014622641509433,100.0,1,19,424
2411,Gantulga Bayasgalan,College of Sciences,3.3,2.7,3.25,100.0,3,1,12
2412,Brian Eder,College of Sciences,3.7,2.6,3.0264996501049684,71.1864,113,197,14290
2413,James Hibbard,College of Sciences,4.0,3.5,2.6780834914611003,-1.0,2,18,527
2414,William Showers,,1.6,4.1,2.774897959183674,-1.0,8,21,1127
2415,Chris Osburn,College of Sciences,3.5,1.0,3.119668769716088,-1.0,1,28,634
2416,Sandra Yuter,College of Sciences,4.3,3.0,2.8955530474040634,100.0,6,14,443
2417,Ryan Boyles,,5.0,1.0,3.389152542372881,-1.0,2,3,59
2418,Anantha Aiyyer,College of Sciences,4.3,2.7,3.127908496732026,0.0,9,32,612
2419,Lian Xie,College of Sciences,4.0,2.0,3.1378840579710134,-1.0,1,15,345
2420,Markus Petters,College of Sciences,4.3,2.8,2.9813888888888886,100.0,4,22,468
2421,Ryan Paerl,College of Sciences,2.7,2.7,3.4195970695970694,33.3333,3,4,273
2422,Astrid Schnetzer,College of Sciences,3.9,2.4,3.2301154734411086,-1.0,5,19,866
2423,Thomas Wolcott,College of Sciences,4.2,3.5,2.548984771573604,-1.0,6,3,197
2424,Paul Byrne,College of Sciences,4.0,5.0,3.0183630952380955,50.0,2,12,336
2425,Paul Liu,College of Sciences,3.2,2.4,3.424908306364617,100.0,8,23,927
2426,David Eggleston,College of Sciences,5.0,1.5,3.5248267326732665,-1.0,2,28,404
2427,David Genereux,College of Sciences,3.6,3.3,2.51116129032258,50.0,4,8,155
2428,Stuart Bishop,College of Sciences,1.3,4.7,3.1452985074626865,0.0,3,10,268
2429,Ruoying HE,College of Sciences,4.0,3.0,3.899027777777777,-1.0,1,13,216
2430,Paul Bernhardt,College of Sciences,4.8,3.0,2.9734651162790695,100.0,2,7,430
2431,Herle McGowan,College of Sciences,2.8,3.3,3.0561727293014953,27.2727,34,62,4481
2432,Thomas Reiland,College of Sciences,3.3,3.4,2.873529619430911,48.0,105,147,14163
2433,Roger Woodard,College of Sciences,3.7,2.5,2.8359157266091573,100.0,16,248,9042
2434,Emily Griffith,College of Sciences,4.3,2.8,3.3249327354260085,84.6154,13,12,446
2435,Eric Chi,College of Sciences,5.0,2.7,3.508652849740933,100.0,7,5,193
2436,Spencer Muse,College of Sciences,2.7,3.4,2.7157738095238093,36.1,18,25,1176
2437,Jung-Ying Tzeng,College of Sciences,4.5,3.0,2.7215694444444445,100.0,8,12,720
2438,Justin Post,College of Sciences,1.9,4.3,3.078518518518519,23.6842,77,278,10611
2439,Jonathan Duggins,College of Sciences,4.0,4.3,2.635948275862069,75.0,20,34,1392
2440,Logan Opperman,College of Sciences,2.9,3.6,2.7245583876704216,42.8571,21,27,1687
2441,Malorie Winters,College of Sciences,3.4,3.3,2.336647426647425,61.5385,26,129,6237
2442,Wenbin Lu,College of Sciences,4.0,3.0,3.0074393530997305,-1.0,2,7,371
2443,Joe Zhao,College of Sciences,2.6,3.7,2.6439999999999997,57.1429,7,2,50
2444,Tyler Johnson,College of Sciences,2.3,4.2,2.599531852395814,29.4118,34,99,5447
2445,Brooke Alhanti,College of Sciences,3.6,3.5,2.970970515970516,81.8182,11,52,2442
2446,Shuva Gupta,College of Sciences,4.3,2.4,3.1837142857142853,100.0,7,7,525
2447,Hyemin Yeon,College of Sciences,2.0,4.7,3.0,33.3333,3,1,84
2448,Charles Smith,College of Sciences,2.0,3.4,2.9587737083060808,27.2727,37,78,6116
2449,Shuting Wang,College of Sciences,2.7,3.8,2.959627492130115,42.5926,54,15,1906
2450,Annie Tang,College of Sciences,3.5,3.5,2.65,100.0,2,1,31
2451,Tonya Balan,Poole College of Management,4.6,2.0,3.1745014361920396,100.0,18,17,2437
2452,Curtis Youngblood,College of Humanities and Social Sciences,2.2,4.0,2.590004156275977,30.7692,15,52,2406
2453,Subhasis Ghoshal,College of Sciences,1.5,3.8,2.14,0.0,4,1,42
2454,Kimberly Weems,College of Sciences,3.0,2.0,3.2318975332068307,-1.0,1,15,1054
2455,Daowen Zhang,College of Sciences,2.6,3.4,2.782906574394463,33.3333,7,14,867
2456,Paul Savariappan,College of Sciences,3.2,3.0,3.0417312965139054,50.0,32,33,2553
2457,Rosemary Danaher,College of Sciences,2.7,3.3,2.988573466476462,50.0,24,8,701
2458,Annie Booth,College of Sciences,4.4,2.0,3.4057541899441346,80.0,5,2,179
2459,Donald Martin,College of Sciences,2.5,3.7,2.9062932454695223,37.5,17,22,1821
2460,Ana-Maria Staicu,College of Sciences,2.3,4.0,2.814980744544288,28.5714,7,12,779
2461,Hua Zhou,College of Sciences,1.8,4.5,2.6415985130111523,-1.0,2,4,269
2462,Eric Laber,College of Sciences,4.8,2.0,3.49,-1.0,2,1,96
2463,Luo Xiao,College of Sciences,4.4,2.6,2.789582417582417,100.0,7,6,455
2464,Arnab Maity,College of Sciences,4.2,3.4,3.219393939393939,75.0,5,7,429
2465,Dan Harris,College of Sciences,5.0,1.9,3.52769669327252,100.0,12,10,877
2466,Shu Yang,College of Sciences,4.3,2.8,3.3227855153203345,100.0,4,4,359
2467,Lexin Li,College of Sciences,4.5,3.0,3.074464285714286,-1.0,1,2,112
2468,Brian Reich,College of Sciences,3.6,3.3,3.0634586466165414,60.0,7,9,266
2469,Jeff Thompson,College of Sciences,5.0,2.0,2.914361233480176,-1.0,2,4,227
2470,Srijan Sengupta,College of Sciences,4.5,2.5,3.614039735099338,100.0,2,4,151
2471,Elvan Ceyhan,College of Sciences,3.0,2.0,3.17,100.0,1,1,60
2472,Jacqueline Hughes-Oliver,College of Sciences,3.0,3.1,2.7674305555555554,57.1429,7,11,432
2473,Sujit Ghosh,College of Sciences,4.0,3.0,3.1151492537313428,66.6667,3,5,268
2474,Fred Wright,College of Sciences,3.0,3.0,3.8500000000000005,50.0,2,1,13
2475,Cathrine Hoyo,College of Sciences,4.3,2.3,3.4,66.6667,3,1,10
2476,Erin Schliep,College of Sciences,2.0,5.0,2.642325581395349,0.0,1,2,129
2477,Marcia Gumpertz,College of Sciences,2.3,3.7,2.7756666666666665,33.3333,3,2,120
2478,Richard Barnes,Poole College of Management,2.6,3.4,2.920112511251125,42.3077,26,23,2222
2479,John Broadfoot,Poole College of Management,3.5,4.5,2.62,100.0,2,2,126
2480,Wayne McVeigh,Poole College of Management,4.5,2.5,2.884677002583979,100.0,8,21,774
2481,John Giles,Poole College of Management,3.6,3.3,2.675535269709544,71.4286,30,65,2410
2482,Gilroy Zuckerman,Poole College of Management,2.8,3.5,2.683085655314758,66.6667,14,31,969
2483,Robin Thomas,Poole College of Management,3.6,3.8,2.460910768419665,62.5,101,155,7587
2484,Roby Sawyers,Poole College of Management,3.9,3.5,2.506696342637151,87.0968,38,26,4156
2485,Helmut Hergeth,Poole College of Management,4.7,2.3,3.727331504702195,100.0,11,98,2552
2486,Frank Buckless,Poole College of Management,3.3,3.7,2.472174242424242,58.3333,22,10,2640
2487,Marianne Bradford,Poole College of Management,3.0,2.9,2.9428760643330176,60.0,17,32,1057
2488,Brian Jesinkey,Poole College of Management,2.4,3.4,3.2833990147783254,40.0,5,13,406
2489,Bruce Branson,Poole College of Management,4.0,3.8,2.394914554421379,73.9583,107,53,8719
2490,Donald Pagach,Poole College of Management,4.1,4.1,2.393266832917706,50.0,15,40,1203
2491,Tom Dow,Poole College of Management,4.6,3.2,2.896664652567975,92.8571,14,38,1655
2492,Paul Williams,Poole College of Management,2.5,3.5,3.223681528662421,0.0,11,47,1570
2493,Ernest Carraway,Poole College of Management,4.4,2.9,2.625656620021528,100.0,17,36,1858
2494,Carissa Malone,Poole College of Management,4.0,2.5,3.4953608247422676,100.0,4,2,97
2495,Mary Newman,Poole College of Management,4.9,3.4,2.9438819095477387,100.0,8,15,796
2496,Erynn Stainback,Poole College of Management,1.8,4.9,2.534355828220859,17.6471,17,5,163
2497,Rob Whited,Poole College of Management,3.6,4.6,2.4059784946236555,63.6364,11,12,465
2498,Greg Peterson,Poole College of Management,3.5,3.2,2.6672653061224487,75.0,4,8,245
2499,Bradley Lail,Poole College of Management,1.0,5.0,2.5310964912280705,-1.0,1,6,228
2500,Garry Mlot,Poole College of Management,4.3,2.7,2.9309302325581394,-1.0,6,5,215
2501,James Scalise,Poole College of Management,4.0,3.6,3.2635640138408304,80.0,5,11,289
2502,Christina Lewellen,Poole College of Management,3.3,3.8,2.611908177905308,54.5455,11,21,697
2503,Jennifer Dirienzo,Poole College of Management,3.3,4.1,2.768026315789474,55.5556,10,23,836
2504,Carlyle Burd,Poole College of Management,5.0,2.5,2.9283870967741934,100.0,2,3,124
2505,Bradley Lindsey,Poole College of Management,4.7,3.5,2.577245508982036,100.0,15,26,668
2506,Karen McKay,Poole College of Management,5.0,3.0,2.7177083333333334,-1.0,1,10,288
2507,Eileen Taylor,Poole College of Management,2.8,3.1,2.940266808964781,20.0,15,34,937
2508,Jon Bartley,Poole College of Management,1.3,4.5,2.933482352941177,-1.0,2,12,425
2509,Joseph Brazel,Poole College of Management,4.0,3.4,2.701054750402577,0.0,7,32,1242
2510,Erin Goodson,Poole College of Management,3.3,3.3,2.970869565217391,33.3333,3,2,69
2511,Melissa Hart,Poole College of Management,4.5,2.4,3.2335881392818306,100.0,22,166,7352
2512,Bartley Danielsen,Poole College of Management,3.4,3.0,3.0466244554756363,70.3704,61,83,9871
2513,Christian Koch,Poole College of Management,3.8,3.0,2.880980504587156,61.9048,21,15,1744
2514,Sarah Khan,Poole College of Management,4.1,2.9,3.1289658505154643,84.8485,33,55,3104
2515,Neal Parker,Poole College of Management,4.1,3.0,3.2801660126773307,76.5957,57,112,6626
2516,Bradley Ashbaugh,Poole College of Management,4.0,2.1,3.1656719861565077,79.3103,29,98,5201
2517,Sherry Fowler,Poole College of Management,2.5,4.0,2.959282158763426,36.3636,24,88,3817
2518,Julia Earp,Poole College of Management,3.5,3.5,2.8871120962634587,75.0,11,34,1579
2519,Faye Payton,Poole College of Management,2.5,4.1,3.0840546006066734,33.3333,10,24,989
2520,Paul Bergey,Poole College of Management,4.2,3.0,2.7348017621145377,-1.0,3,6,454
2521,Rakesh Ravi,Poole College of Management,5.0,2.8,3.3201328740157483,100.0,24,33,2032
2522,Basiru Usman,Poole College of Management,2.2,3.2,3.3518991712707185,27.7778,18,18,1448
2523,Wayne Thompson,Poole College of Management,4.9,2.6,3.564169741697417,100.0,14,5,271
2524,Vivek Ajmani,Poole College of Management,4.4,3.7,3.2738897396630935,88.7097,62,21,1306
2525,George Habek,Poole College of Management,1.2,4.0,2.9994026548672563,0.0,15,8,452
2526,Thomas Byrnes,Poole College of Management,3.6,2.9,3.352419601837672,64.7059,40,113,9142
2527,Pieter Verhallen,Poole College of Management,4.4,2.5,3.40602192134107,96.1538,26,23,3102
2528,Imran Khan,Poole College of Management,1.8,3.8,3.4300828500414253,8.3333,12,7,1207
2529,Joseph Pirozzi,Poole College of Management,2.0,4.0,2.910258064516129,-1.0,6,40,1240
2530,Thomas Hollmann,Poole College of Management,5.0,2.5,3.279261744966443,-1.0,2,15,596
2531,Claudia Kimbrough,Poole College of Management,3.6,2.4,3.3352838063439068,-1.0,8,34,1198
2532,Donavon Favre,Poole College of Management,4.3,2.7,2.950830324909748,89.1892,55,105,13296
2533,Tracy Freeman,Poole College of Management,2.8,3.3,3.1530580204778156,20.0,17,67,2930
2534,Myron Feinstein,College of Engineering,4.1,3.5,2.7491129032258064,66.6667,13,3,124
2535,Phillip Morisette,Poole College of Management,4.2,2.3,2.673421052631579,-1.0,6,3,114
2536,Reza Estilaei,Poole College of Management,3.9,4.0,3.3106615776081423,71.4286,7,12,393
2537,Karlyn Mitchell,Poole College of Management,3.3,4.2,2.7142902208201893,47.5,18,9,317
2538,Nur Onvural,Poole College of Management,2.3,3.1,2.9799212598425195,42.8571,7,10,381
2539,Qingqing Wu,Poole College of Management,1.0,4.0,2.925497470489039,0.0,1,22,593
2540,Richard Warr,Poole College of Management,3.6,3.3,2.907019867549669,-1.0,6,4,151
2541,Srinivasan Krishnamurthy,Poole College of Management,3.3,4.4,2.9753636363636367,57.1429,7,16,550
2542,Dora Horstman,Poole College of Management,4.5,4.0,2.5749999999999997,100.0,2,2,92
2543,Jared Smith,Poole College of Management,5.0,3.0,3.0783296213808464,100.0,7,12,449
2544,Mark Walker,Poole College of Management,4.9,3.1,2.8586556854410197,100.0,8,45,1882
2545,Barbara  Fuzesi,Poole College of Management,3.3,2.3,3.8252631578947374,66.6667,3,2,76
2546,John  O'Donovan,Poole College of Management,4.9,3.1,3.1,100.0,12,1,39
2547,Wooseong Kang,Poole College of Management,3.0,4.0,3.3692413793103446,-1.0,1,8,290
2548,Jonathan Bohlmann,Poole College of Management,1.0,3.5,3.38,-1.0,2,1,37
2549,Heather Dretsch,Poole College of Management,4.5,2.3,3.5863230519480522,100.0,4,32,1232
2550,David Henard,Poole College of Management,4.4,3.3,3.1549008168028005,91.6667,15,23,857
2551,Deepak Sirdeshmukh,Poole College of Management,3.7,3.3,3.491428571428571,-1.0,3,3,84
2552,Donald Warsing,Poole College of Management,4.4,3.6,2.9012701252236135,83.3333,10,28,1118
2553,Cecil Bozarth,Poole College of Management,5.0,2.5,3.363167259786477,100.0,2,8,281
2554,Stephen Haynes,Poole College of Management,3.5,4.0,3.007157360406092,-1.0,2,12,394
2555,Allison Reed,College of Humanities and Social Sciences,3.6,2.6,3.0280145278450377,76.4706,18,62,9912
2556,Bobby Puryear,College of Humanities and Social Sciences,4.1,3.1,2.6776182896831138,80.0,102,80,6911
2557,Allyson Emblom-Hooe,College of Humanities and Social Sciences,5.0,2.0,3.062457142857143,100.0,1,4,175
2558,William Harris,Poole College of Management,2.1,3.3,3.1274247491638794,25.0,8,9,299
2559,Ting Wang,College of Humanities and Social Sciences,4.5,1.5,3.1162426035502957,100.0,2,8,338
2560,Chi Zhang,College of Humanities and Social Sciences,3.4,3.0,3.4161764705882356,40.0,5,6,238
2561,Lee Craig,College of Humanities and Social Sciences,4.7,2.6,2.8917751322751326,98.6301,103,34,7560
2562,Feifei Liang,College of Humanities and Social Sciences,2.5,3.0,2.8070720720720725,50.0,2,7,222
2563,Haoshi Yang,College of Humanities and Social Sciences,4.5,1.0,2.9451020408163266,-1.0,1,4,147
2564,Yiyang Yin,Poole College of Management,3.5,2.0,2.95,-1.0,1,1,37
2565,Selin Guney,College of Humanities and Social Sciences,2.2,3.5,2.5023890784982936,17.6471,20,9,293
2566,Wei Wei,College of Humanities and Social Sciences,1.5,3.5,3.21,-1.0,2,1,38
2567,Theofanis Tsoulouhas,College of Humanities and Social Sciences,3.3,3.2,3.3028990825688074,-1.0,6,11,545
2568,Alvin Headen,College of Humanities and Social Sciences,2.5,2.5,3.0971946564885497,-1.0,11,24,524
2569,Kevin Furlong,College of Humanities and Social Sciences,2.5,3.0,3.209821428571429,-1.0,1,7,280
2570,Chien-Yu Huang,College of Humanities and Social Sciences,3.8,1.5,3.038775510204081,-1.0,2,3,98
2571,Tamah Morant,College of Humanities and Social Sciences,3.4,3.5,2.8600657174151154,62.5,16,46,1826
2572,Trung Ly,College of Humanities and Social Sciences,4.0,3.3,2.2451,83.3333,6,13,400
2573,Eiman Aiyash,College of Humanities and Social Sciences,4.8,2.0,3.157552083333334,100.0,5,9,384
2574,Yilun Wang,College of Humanities and Social Sciences,3.0,2.5,3.1076726342711,50.0,6,9,391
2575,Blake Hoarty,College of Humanities and Social Sciences,5.0,2.5,2.9299999999999997,100.0,2,1,45
2576,Ayesha Cooray,College of Humanities and Social Sciences,5.0,2.5,3.1979527559055123,100.0,2,3,127
2577,Haoyu Wang,College of Humanities and Social Sciences,5.0,1.0,3.6513081395348834,100.0,2,9,344
2578,Ahad Pezeshkpoor,College of Humanities and Social Sciences,3.0,2.0,3.7395,50.0,2,6,240
2579,Andrew Hessler,College of Humanities and Social Sciences,3.0,3.0,3.15446,0.0,1,12,500
2580,Siqi Zhang,College of Humanities and Social Sciences,5.0,2.5,3.851581395348837,100.0,2,5,215
2581,Wenhao Cui,College of Humanities and Social Sciences,4.3,1.8,3.6693294460641406,75.0,4,9,343
2582,Kenneth Rich,College of Humanities and Social Sciences,5.0,2.0,3.147172131147541,100.0,3,8,244
2583,Patrick McLane,College of Humanities and Social Sciences,2.9,4.1,2.9346008403361346,40.0,10,13,476
2584,Parker Sheppard,College of Humanities and Social Sciences,2.8,3.3,2.5484375000000004,-1.0,3,19,640
2585,Jared Roberts,College of Humanities and Social Sciences,4.3,3.0,3.1347551020408164,-1.0,4,13,490
2586,Julia Burton,College of Education,1.5,4.0,3.0249333333333333,-1.0,1,8,300
2587,Robert Kane,College of Humanities and Social Sciences,3.1,1.8,2.7488667992047713,-1.0,4,13,503
2588,Tracey Collins,College of Humanities and Social Sciences,1.3,4.6,2.2146521739130436,-1.0,5,13,460
2589,Shu Meng,College of Humanities and Social Sciences,5.0,1.6,3.5703174603174603,100.0,5,9,378
2590,Le Chen,College of Humanities and Social Sciences,5.0,2.2,3.6319047619047615,100.0,6,2,84
2591,Hoi Dinh,College of Humanities and Social Sciences,2.0,2.0,3.0121875,0.0,1,4,160
2592,David Hyman,College of Humanities and Social Sciences,4.4,2.1,3.0742429106474045,91.8919,76,40,9345
2593,Filippo Massari,College of Humanities and Social Sciences,3.9,2.8,3.40036220472441,75.0,28,16,635
2594,Kihong Kim,College of Humanities and Social Sciences,1.0,4.0,3.0324374999999995,0.0,1,4,160
2595,Byung Yul Park,College of Humanities and Social Sciences,5.0,1.5,3.1027737226277377,100.0,2,3,137
2596,Zhongyuan You,College of Humanities and Social Sciences,3.9,1.4,3.8052463768115947,84.6154,13,8,345
2597,Yubo Hua,College of Humanities and Social Sciences,4.0,2.0,3.31,100.0,1,1,42
2598,Serkan Aglasan,College of Humanities and Social Sciences,4.5,2.8,2.788732394366197,75.0,4,6,213
2599,Yifan Xie,College of Humanities and Social Sciences,2.6,2.5,2.9779579579579583,37.5,8,8,333
2600,Zhiyi Xu,College of Humanities and Social Sciences,2.3,3.8,3.0531914893617023,25.0,4,4,141
2601,Aditi Pathak,College of Humanities and Social Sciences,5.0,2.0,3.6975903614457835,100.0,1,2,83
2602,Yang Wang,College of Humanities and Social Sciences,2.5,2.0,3.3075796178343952,-1.0,1,4,157
2603,Thayer Morill,College of Humanities and Social Sciences,1.7,4.0,3.1958143939393935,0.0,3,15,528
2604,Charles Knoeber,College of Humanities and Social Sciences,4.4,2.7,3.185525114155251,-1.0,9,18,438
2605,Lu Jin,College of Humanities and Social Sciences,2.7,2.0,3.25,-1.0,3,10,361
2606,Shu LI,College of Humanities and Social Sciences,1.0,5.0,2.8912179487179483,-1.0,1,4,156
2607,Walter Wessels,College of Humanities and Social Sciences,3.4,2.6,3.2219031141868504,25.0,11,32,1156
2608,Thomas Grennes,College of Humanities and Social Sciences,3.3,3.0,2.485485564304462,-1.0,4,13,381
2609,daisoon kim,College of Humanities and Social Sciences,1.0,5.0,2.976640625,0.0,3,3,128
2610,Douglas Pearce,College of Humanities and Social Sciences,3.2,3.9,2.828085419734904,33.3333,8,38,1358
2611,Michael McElroy,College of Humanities and Social Sciences,3.6,3.8,2.836056518946693,100.0,16,40,1557
2612,Asli Leblebicioglu,College of Humanities and Social Sciences,2.8,4.0,2.963589743589744,-1.0,3,3,117
2613,John Lapp,College of Humanities and Social Sciences,4.0,3.0,2.8928776978417265,-1.0,2,3,139
2614,Paul Cwik,College of Humanities and Social Sciences,4.0,3.0,3.0747708894878714,100.0,1,9,371
2615,Craig Newmark,College of Humanities and Social Sciences,3.6,4.0,2.9947755102040814,-1.0,7,9,245
2616,Luca Opromolla,College of Humanities and Social Sciences,3.0,4.5,2.6398876404494382,50.0,2,3,89
2617,Nora Traum,College of Humanities and Social Sciences,2.0,5.0,3.016588235294118,0.0,1,4,170
2618,Denis Pelletier,College of Humanities and Social Sciences,2.8,4.2,3.110422535211268,80.0,9,6,213
2619,Kayla Ridgell,Poole College of Management,3.3,1.3,3.88,66.6667,6,1,199
2620,Bonnie Yarboro,Poole College of Management,2.0,1.0,3.73,0.0,1,1,63
2621,Kristy Forell,Poole College of Management,5.0,2.0,2.8048993288590602,100.0,2,3,447
2622,Christina DeBerardino,Poole College of Management,3.8,1.6,3.5592080536912754,80.0,5,19,745
2623,Deborah Brown,Poole College of Management,3.5,3.1,2.9984124801692222,94.7368,59,76,9455
2624,Richard Podurgal,Poole College of Management,4.6,2.2,3.442479174212241,100.0,20,57,5522
2625,Missy Makanui,Poole College of Management,2.7,3.1,2.963180934963997,43.609,133,55,8749
2626,Jenn Woodhull-Smith,Poole College of Management,1.9,3.6,3.0515918367346937,29.2308,65,15,1960
2627,Leigh Shamblin,Poole College of Management,5.0,5.0,3.4895679012345675,100.0,1,16,648
2628,Tim Michaelis,Poole College of Management,5.0,1.5,3.6384615384615384,100.0,2,7,767
2629,Jeff Pollack,Poole College of Management,4.6,1.9,3.7805897305541434,92.8571,28,29,3934
2630,Heidi Bulich,Poole College of Management,2.4,3.6,2.551460373998219,0.0,5,8,1123
